policy,scenario,distribution_family,n,level,total_replications,conditional_denominator,classification_rate,classification_ci95_lower,classification_ci95_upper,type_i_error,type_i_ci95_lower,type_i_ci95_upper,ci_coverage,coverage_ci95_lower,coverage_ci95_upper,denominator_sufficient,confirmatory_cell,operating_region
v3_scenario_context,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,50,insufficient,200,177,0.885,0.8333528310151243,0.9221362676743804,0.02824858757062147,0.012125187155558284,0.06441400308852203,0.9717514124293786,0.9355859969114779,0.9878748128444417,False,False,false_insufficient
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,80,acceptable,200,6,0.03,0.013820314340111346,0.06389429245451925,1.0,0.6096657120978346,1.0,0.0,2.7755575615628914e-17,0.3903342879021653,False,False,false_safe
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,80,insufficient,200,193,0.965,0.9295293884777092,0.9829444579914328,0.05181347150259067,0.028384343864107146,0.09273576448873569,0.9481865284974094,0.9072642355112643,0.9716156561358928,False,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,80,insufficient,200,188,0.94,0.8980683070423372,0.9653478057456681,0.047872340425531915,0.025387307800360248,0.08846430151787575,0.9521276595744681,0.9115356984821243,0.9746126921996399,False,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,80,insufficient,200,188,0.94,0.8980683070423372,0.9653478057456681,0.047872340425531915,0.025387307800360248,0.08846430151787575,0.9521276595744681,0.9115356984821243,0.9746126921996399,False,False,false_insufficient
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,100,acceptable,5000,24,0.0048,0.003227780878929331,0.007132551127455243,1.0,0.8620237953250198,1.0,0.0,1.3877787807814457e-17,0.13797620467498017,False,True,false_safe
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,100,insufficient,5000,4971,0.9942,0.9916826613677592,0.9959585420297463,0.06417219875276604,0.05769069417881004,0.07132677585185204,0.935827801247234,0.9286732241481479,0.94230930582119,True,True,false_insufficient
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,100,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,100,insufficient,5000,4948,0.9896,0.9863882308917424,0.9920600353636577,0.060630557801131774,0.054315624869852475,0.06762718445516619,0.9393694421988682,0.9323728155448339,0.9456843751301476,True,True,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,100,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,100,insufficient,5000,4948,0.9896,0.9863882308917424,0.9920600353636577,0.060630557801131774,0.054315624869852475,0.06762718445516619,0.9393694421988682,0.9323728155448339,0.9456843751301476,True,True,false_insufficient
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,200,insufficient,200,200,1.0,0.9811546736227335,1.0,0.04,0.020405632066152306,0.07693206820093293,0.96,0.923067931799067,0.9795943679338476,True,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,200,insufficient,200,200,1.0,0.9811546736227335,1.0,0.04,0.020405632066152306,0.07693206820093293,0.96,0.923067931799067,0.9795943679338476,True,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,200,insufficient,200,200,1.0,0.9811546736227335,1.0,0.04,0.020405632066152306,0.07693206820093293,0.96,0.923067931799067,0.9795943679338476,True,False,false_insufficient
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,500,insufficient,200,200,1.0,0.9811546736227335,1.0,0.055,0.03098534170345884,0.0957869987723084,0.945,0.9042130012276914,0.9690146582965411,True,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,500,insufficient,200,200,1.0,0.9811546736227335,1.0,0.055,0.03098534170345884,0.0957869987723084,0.945,0.9042130012276914,0.9690146582965411,True,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,500,insufficient,200,200,1.0,0.9811546736227335,1.0,0.055,0.03098534170345884,0.0957869987723084,0.945,0.9042130012276914,0.9690146582965411,True,False,false_insufficient
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,750,insufficient,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507,True,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,750,insufficient,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507,True,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,750,insufficient,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507,True,False,false_insufficient
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,2000,insufficient,200,200,1.0,0.9811546736227335,1.0,0.025,0.010724719651761264,0.05717834040664198,0.975,0.942821659593358,0.9892752803482386,True,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,2000,insufficient,200,200,1.0,0.9811546736227335,1.0,0.025,0.010724719651761264,0.05717834040664198,0.975,0.942821659593358,0.9892752803482386,True,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,2000,insufficient,200,200,1.0,0.9811546736227335,1.0,0.025,0.010724719651761264,0.05717834040664198,0.975,0.942821659593358,0.9892752803482386,True,False,false_insufficient
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,5,acceptable,200,83,0.415,0.34894285449757567,0.4842608509865596,0.3253012048192771,0.23419333708259782,0.43186478315375454,0.6746987951807228,0.5681352168462454,0.7658066629174022,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,8,acceptable,200,53,0.265,0.2086815414710911,0.3301757619262242,0.6981132075471698,0.5646316733114988,0.8048169727242108,0.3018867924528302,0.19518302727578896,0.4353683266885011,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,10,acceptable,200,63,0.315,0.2546232099022851,0.3823495608573036,0.746031746031746,0.6265881256339354,0.8371958872667884,0.25396825396825395,0.1628041127332116,0.3734118743660646,False,False,false_safe
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,10,insufficient,200,137,0.685,0.6176504391426966,0.745376790097715,0.051094890510948905,0.02496794443140947,0.10170966150995021,0.948905109489051,0.8982903384900498,0.9750320555685905,False,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,15,acceptable,200,41,0.205,0.15486176203836208,0.26625698052422514,0.9512195121951219,0.8386102112962914,0.9865190546348308,0.04878048780487805,0.013480945365169042,0.16138978870370846,False,False,false_safe
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,15,insufficient,200,159,0.795,0.7337430194757748,0.8451382379616379,0.0440251572327044,0.02148692054549619,0.08807644832814845,0.9559748427672956,0.9119235516718516,0.9785130794545038,False,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,15,insufficient,200,51,0.255,0.1996049517203135,0.3196292582045472,0.0,0.0,0.07004661989853143,1.0,0.9299533801014687,1.0,False,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,15,insufficient,200,51,0.255,0.1996049517203135,0.3196292582045472,0.0,0.0,0.07004661989853143,1.0,0.9299533801014687,1.0,False,False,false_insufficient
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,20,acceptable,200,28,0.14,0.09866982633455634,0.1948988086570756,1.0,0.8793566952341543,0.9999999999999998,0.0,1.3877787807814457e-17,0.12064330476584563,False,False,false_safe
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,20,insufficient,200,172,0.86,0.8051011913429243,0.9013301736654437,0.023255813953488372,0.00908003526439749,0.058261642290546395,0.9767441860465116,0.9417383577094536,0.9909199647356026,False,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,20,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,20,insufficient,200,45,0.225,0.17262369715089126,0.2877412323566053,0.0,0.0,0.07865159873288836,1.0,0.9213484012671117,1.0,False,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,20,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,20,insufficient,200,45,0.225,0.17262369715089126,0.2877412323566053,0.0,0.0,0.07865159873288836,1.0,0.9213484012671117,1.0,False,False,false_insufficient
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,30,acceptable,200,5,0.025,0.010724719651761264,0.05717834040664198,1.0,0.5655175352168251,1.0,0.0,0.0,0.43448246478317476,False,False,false_safe
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,30,insufficient,200,195,0.975,0.942821659593358,0.9892752803482386,0.035897435897435895,0.017495563557414016,0.07223149299562964,0.9641025641025641,0.9277685070043703,0.982504436442586,False,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,30,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,30,insufficient,200,89,0.445,0.3778060100295335,0.5142669758719658,0.056179775280898875,0.024232878420720118,0.12485416735078494,0.9438202247191011,0.8751458326492151,0.9757671215792799,False,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,30,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,30,insufficient,200,89,0.445,0.3778060100295335,0.5142669758719658,0.056179775280898875,0.024232878420720118,0.12485416735078494,0.9438202247191011,0.8751458326492151,0.9757671215792799,False,False,false_insufficient
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,40,acceptable,200,3,0.015,0.00511423779325831,0.04316572879269026,1.0,0.4385029682449546,1.0,0.0,5.551115123125783e-17,0.5614970317550454,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,50,acceptable,200,1,0.005,0.0008831687156009814,0.02777370439789293,1.0,0.20654931437723745,1.0,0.0,0.0,0.7934506856227626,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
