policy,scenario,distribution_family,n,level,total_replications,conditional_denominator,classification_rate,classification_ci95_lower,classification_ci95_upper,type_i_error,type_i_ci95_lower,type_i_ci95_upper,ci_coverage,coverage_ci95_lower,coverage_ci95_upper
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,40,caution,200,131,0.655,0.5867558925905368,0.7174020562325106,0.030534351145038167,0.011936969336074028,0.07588067164955445,0.9694656488549618,0.9241193283504454,0.988063030663926
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,40,insufficient,200,69,0.345,0.2825979437674894,0.4132441074094632,0.028985507246376812,0.007985202692364197,0.09966583763065553,0.9710144927536232,0.9003341623693445,0.9920147973076358
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,40,all,200,200,1.0,0.9811546736227335,1.0,0.03,0.013820314340111346,0.06389429245451925,0.97,0.9361057075454807,0.9861796856598887
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,40,acceptable,200,82,0.41,0.34415674908482885,0.4792354096630791,0.024390243902439025,0.006714370331163358,0.08463378391063939,0.975609756097561,0.9153662160893606,0.9932856296688367
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,40,caution,200,118,0.59,0.5207645903369208,0.6558432509151711,0.03389830508474576,0.013259833647159602,0.08392760103482663,0.9661016949152542,0.9160723989651733,0.9867401663528403
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,40,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,50,all,200,200,1.0,0.9811546736227335,1.0,0.02,0.0078044264163494685,0.050287086905826436,0.98,0.9497129130941735,0.9921955735836505
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,50,acceptable,200,73,0.365,0.301405264649268,0.433682973472594,0.0410958904109589,0.01407394035392058,0.1140009162629833,0.958904109589041,0.8859990837370165,0.9859260596460794
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,50,caution,200,11,0.055,0.03098534170345884,0.0957869987723084,0.0,0.0,0.2588329669680317,1.0,0.7411670330319684,1.0
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,50,insufficient,200,116,0.58,0.5107207393958046,0.6462640083838327,0.008620689655172414,0.0015233877766386086,0.04721983412817875,0.9913793103448276,0.9527801658718213,0.9984766122233615
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,50,all,200,200,1.0,0.9811546736227335,1.0,0.02,0.0078044264163494685,0.050287086905826436,0.98,0.9497129130941735,0.9921955735836505
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,50,caution,200,129,0.645,0.5765211307549043,0.7080137245956883,0.023255813953488372,0.007940137432579455,0.06614410485188585,0.9767441860465116,0.9338558951481141,0.9920598625674205
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,50,insufficient,200,71,0.355,0.2919862754043116,0.42347886924509565,0.014084507042253521,0.002490603270544213,0.07556050520249005,0.9859154929577465,0.92443949479751,0.9975093967294558
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,50,all,200,200,1.0,0.9811546736227335,1.0,0.02,0.0078044264163494685,0.050287086905826436,0.98,0.9497129130941735,0.9921955735836505
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,50,acceptable,200,68,0.34,0.27791545970908793,0.4081150447316374,0.014705882352941176,0.0026006835761068076,0.07870973128160871,0.9852941176470589,0.9212902687183916,0.9973993164238933
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,50,caution,200,132,0.66,0.5918849552683626,0.7220845402909121,0.022727272727272728,0.007758984185518892,0.06468913957678919,0.9772727272727273,0.9353108604232109,0.9922410158144811
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,50,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,80,all,200,200,1.0,0.9811546736227335,1.0,0.035,0.017055542008567192,0.07047061152229073,0.965,0.9295293884777092,0.9829444579914328
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,80,acceptable,200,38,0.19,0.14167171527790676,0.25001238707599854,0.07894736842105263,0.027214595506987724,0.20799371457771454,0.9210526315789473,0.7920062854222853,0.9727854044930122
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,80,caution,200,25,0.125,0.08611974475712644,0.17801425002582347,0.04,0.007096233501987265,0.19544063736193734,0.96,0.8045593626380625,0.9929037664980127
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,80,insufficient,200,137,0.685,0.6176504391426966,0.745376790097715,0.021897810218978103,0.007474758336188016,0.06240139108103243,0.9781021897810219,0.9375986089189676,0.992525241663812
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,80,all,200,200,1.0,0.9811546736227335,1.0,0.035,0.017055542008567192,0.07047061152229073,0.965,0.9295293884777092,0.9829444579914328
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,80,caution,200,97,0.485,0.41667385171877513,0.5538915080725428,0.041237113402061855,0.016151236586163194,0.10127525604073725,0.9587628865979382,0.8987247439592628,0.9838487634138368
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,80,insufficient,200,103,0.515,0.44610849192745716,0.5833261482812249,0.02912621359223301,0.00995436781664455,0.08215836566082022,0.970873786407767,0.9178416343391798,0.9900456321833555
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,80,all,200,200,1.0,0.9811546736227335,1.0,0.035,0.017055542008567192,0.07047061152229073,0.965,0.9295293884777092,0.9829444579914328
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,80,acceptable,200,36,0.18,0.13294625859420173,0.23911475028724882,0.08333333333333333,0.02874861133599338,0.2182669124927263,0.9166666666666666,0.7817330875072737,0.9712513886640066
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,80,caution,200,164,0.82,0.7608852497127511,0.8670537414057983,0.024390243902439025,0.009524838224461082,0.06102661493792126,0.975609756097561,0.9389733850620786,0.9904751617755388
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,80,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,100,all,5000,5000,1.0,0.9992322980549431,1.0000000000000002,0.039,0.03397822888090428,0.04472959231243839,0.961,0.9552704076875616,0.9660217711190957
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,100,acceptable,5000,714,0.1428,0.13337637900061197,0.1527720672689369,0.04061624649859944,0.028426410860421455,0.057722777182144885,0.9593837535014006,0.9422772228178552,0.9715735891395786
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,100,caution,5000,627,0.1254,0.11650715137061406,0.13486801092662282,0.05582137161084529,0.04040819029817522,0.07664413368626077,0.9441786283891547,0.9233558663137391,0.9595918097018248
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,100,insufficient,5000,3659,0.7318,0.7193457452841198,0.7438983480941518,0.03580213172998087,0.030252351062762355,0.04232558107254925,0.9641978682700191,0.9576744189274506,0.9697476489372376
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,100,all,5000,5000,1.0,0.9992322980549431,1.0000000000000002,0.039,0.03397822888090428,0.04472959231243839,0.961,0.9552704076875616,0.9660217711190957
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,100,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,100,caution,5000,2270,0.454,0.44024030519025203,0.46783032338869335,0.03127753303964758,0.02487113431301334,0.03926766404293422,0.9687224669603525,0.9607323359570658,0.9751288656869866
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,100,insufficient,5000,2730,0.546,0.5321696766113067,0.5597596948097481,0.04542124542124542,0.03822847480237089,0.053891519211229214,0.9545787545787546,0.9461084807887709,0.9617715251976292
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,100,all,5000,5000,1.0,0.9992322980549431,1.0000000000000002,0.039,0.03397822888090428,0.04472959231243839,0.961,0.9552704076875616,0.9660217711190957
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,100,acceptable,5000,705,0.141,0.131628882757097,0.15092232723945403,0.03971631205673759,0.027619301886606478,0.056802197555952796,0.9602836879432625,0.9431978024440473,0.9723806981133936
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,100,caution,5000,4295,0.859,0.849077672760546,0.868371117242903,0.038882421420256115,0.03350101042088401,0.04508794477947236,0.9611175785797439,0.9549120552205276,0.966498989579116
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,100,insufficient,5000,0,0.0,0.0,0.0007677019450571244,,,,,,
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,200,all,200,200,1.0,0.9811546736227335,1.0,0.065,0.03837635464915299,0.10801907929906895,0.935,0.8919809207009312,0.961623645350847
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,200,acceptable,200,2,0.01,0.0027466581335444384,0.0357217617161768,0.5,0.09453120573423074,0.9054687942657693,0.5,0.09453120573423074,0.9054687942657693
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,200,caution,200,47,0.235,0.18157433415232588,0.29841368882762537,0.0425531914893617,0.011748275966789345,0.1424852767789945,0.9574468085106383,0.8575147232210055,0.9882517240332106
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,200,insufficient,200,151,0.755,0.6909575644379659,0.8094313191096282,0.06622516556291391,0.03636670105392742,0.11760665338406232,0.9337748344370861,0.8823933466159377,0.9636332989460725
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,200,all,200,200,1.0,0.9811546736227335,1.0,0.065,0.03837635464915299,0.10801907929906895,0.935,0.8919809207009312,0.961623645350847
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,200,caution,200,68,0.34,0.27791545970908793,0.4081150447316374,0.04411764705882353,0.01511661970804156,0.12187195182496394,0.9558823529411765,0.8781280481750362,0.9848833802919585
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,200,insufficient,200,132,0.66,0.5918849552683626,0.7220845402909121,0.07575757575757576,0.041668064785746674,0.1338413785585272,0.9242424242424242,0.8661586214414728,0.9583319352142533
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,200,all,200,200,1.0,0.9811546736227335,1.0,0.065,0.03837635464915299,0.10801907929906895,0.935,0.8919809207009312,0.961623645350847
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,200,acceptable,200,2,0.01,0.0027466581335444384,0.0357217617161768,0.5,0.09453120573423074,0.9054687942657693,0.5,0.09453120573423074,0.9054687942657693
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,200,caution,200,198,0.99,0.9642782382838231,0.9972533418664555,0.06060606060606061,0.03500564898628547,0.10293161614925386,0.9393939393939394,0.8970683838507462,0.9649943510137146
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,200,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,500,all,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,500,caution,200,17,0.085,0.05374575017747561,0.13189587071565567,0.0,0.0,0.1843181350088518,1.0,0.8156818649911483,1.0
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,500,insufficient,200,183,0.915,0.8681041292843443,0.9462542498225244,0.04918032786885246,0.02608669616848347,0.09081165689808453,0.9508196721311475,0.9091883431019155,0.9739133038315165
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,500,all,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,500,caution,200,89,0.445,0.3778060100295335,0.5142669758719658,0.02247191011235955,0.006184398702128599,0.07827634674822494,0.9775280898876404,0.921723653251775,0.9938156012978714
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,500,insufficient,200,111,0.555,0.4857330241280342,0.6221939899704665,0.06306306306306306,0.0308806575864322,0.12447664110959537,0.9369369369369369,0.8755233588904047,0.9691193424135679
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,500,all,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,500,caution,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,500,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,750,all,200,200,1.0,0.9811546736227335,1.0,0.07,0.042152171828342806,0.11405480885610647,0.93,0.8859451911438936,0.9578478281716571
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,750,caution,200,7,0.035,0.017055542008567192,0.07047061152229073,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.6456695649333126,1.0
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,750,insufficient,200,193,0.965,0.9295293884777092,0.9829444579914328,0.07253886010362694,0.0436985282275432,0.11806342482574622,0.927461139896373,0.8819365751742537,0.9563014717724568
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,750,all,200,200,1.0,0.9811546736227335,1.0,0.07,0.042152171828342806,0.11405480885610647,0.93,0.8859451911438936,0.9578478281716571
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,750,caution,200,97,0.485,0.41667385171877513,0.5538915080725428,0.041237113402061855,0.016151236586163194,0.10127525604073725,0.9587628865979382,0.8987247439592628,0.9838487634138368
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,750,insufficient,200,103,0.515,0.44610849192745716,0.5833261482812249,0.0970873786407767,0.05359377103943983,0.16955423801859704,0.9029126213592233,0.8304457619814031,0.9464062289605603
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,750,all,200,200,1.0,0.9811546736227335,1.0,0.07,0.042152171828342806,0.11405480885610647,0.93,0.8859451911438936,0.9578478281716571
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,750,caution,200,200,1.0,0.9811546736227335,1.0,0.07,0.042152171828342806,0.11405480885610647,0.93,0.8859451911438936,0.9578478281716571
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,750,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,2000,all,200,200,1.0,0.9811546736227335,1.0,0.015,0.00511423779325831,0.04316572879269026,0.985,0.9568342712073097,0.9948857622067417
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,2000,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,2000,insufficient,200,200,1.0,0.9811546736227335,1.0,0.015,0.00511423779325831,0.04316572879269026,0.985,0.9568342712073097,0.9948857622067417
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,2000,all,200,200,1.0,0.9811546736227335,1.0,0.015,0.00511423779325831,0.04316572879269026,0.985,0.9568342712073097,0.9948857622067417
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,2000,caution,200,128,0.64,0.5714152816600309,0.7033080269543346,0.0,0.0,0.029136956273508416,1.0,0.9708630437264916,1.0
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,2000,insufficient,200,72,0.36,0.2966919730456654,0.42858471833996925,0.041666666666666664,0.014270807466925182,0.11549276741316111,0.9583333333333334,0.8845072325868389,0.9857291925330748
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,2000,all,200,200,1.0,0.9811546736227335,1.0,0.015,0.00511423779325831,0.04316572879269026,0.985,0.9568342712073097,0.9948857622067417
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,2000,caution,200,200,1.0,0.9811546736227335,1.0,0.015,0.00511423779325831,0.04316572879269026,0.985,0.9568342712073097,0.9948857622067417
v3_oracle_simulation_truth,contamination_symmetric_eps_0p025,normal_contamination_symmetric,2000,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,5,all,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,5,acceptable,200,114,0.57,0.5007048776415268,0.6366567766656557,0.06140350877192982,0.030059281919865344,0.12134294102648693,0.9385964912280702,0.8786570589735132,0.9699407180801347
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,5,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,5,insufficient,200,86,0.43,0.36334322333434416,0.4992951223584731,0.03488372093023256,0.01193379807740838,0.09760871102560764,0.9651162790697675,0.9023912889743924,0.9880662019225916
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,5,all,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,5,caution,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,5,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_symmetric_eps_0p05,normal_contamination_symmetric,5,all,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v3_oracle_simulation_truth,contamination_symmetric_eps_0p05,normal_contamination_symmetric,5,acceptable,200,87,0.435,0.36815725502699076,0.504292637402054,0.06896551724137931,0.031988839442576765,0.14239694240580283,0.9310344827586207,0.8576030575941972,0.9680111605574232
v3_oracle_simulation_truth,contamination_symmetric_eps_0p05,normal_contamination_symmetric,5,caution,200,113,0.565,0.49570736259794607,0.6318427449730093,0.035398230088495575,0.013850178551374819,0.08749620089486373,0.9646017699115044,0.9125037991051361,0.9861498214486251
v3_oracle_simulation_truth,contamination_symmetric_eps_0p05,normal_contamination_symmetric,5,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,8,all,200,200,1.0,0.9811546736227335,1.0,0.06,0.03465219425433187,0.1019316929576627,0.94,0.8980683070423372,0.9653478057456681
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,8,acceptable,200,113,0.565,0.49570736259794607,0.6318427449730093,0.08849557522123894,0.04877938009471883,0.1552702702719496,0.911504424778761,0.8447297297280504,0.9512206199052812
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,8,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,8,insufficient,200,87,0.435,0.36815725502699076,0.504292637402054,0.022988505747126436,0.006327085105926007,0.0799931801396141,0.9770114942528736,0.9200068198603859,0.9936729148940739
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,8,all,200,200,1.0,0.9811546736227335,1.0,0.06,0.03465219425433187,0.1019316929576627,0.94,0.8980683070423372,0.9653478057456681
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,8,caution,200,200,1.0,0.9811546736227335,1.0,0.06,0.03465219425433187,0.1019316929576627,0.94,0.8980683070423372,0.9653478057456681
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,8,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_symmetric_eps_0p05,normal_contamination_symmetric,8,all,200,200,1.0,0.9811546736227335,1.0,0.06,0.03465219425433187,0.1019316929576627,0.94,0.8980683070423372,0.9653478057456681
v3_oracle_simulation_truth,contamination_symmetric_eps_0p05,normal_contamination_symmetric,8,acceptable,200,86,0.43,0.36334322333434416,0.4992951223584731,0.09302325581395349,0.04789228421527053,0.1729574112498685,0.9069767441860465,0.8270425887501315,0.9521077157847294
v3_oracle_simulation_truth,contamination_symmetric_eps_0p05,normal_contamination_symmetric,8,caution,200,114,0.57,0.5007048776415268,0.6366567766656557,0.03508771929824561,0.013727941234497623,0.08675841508863581,0.9649122807017544,0.9132415849113642,0.9862720587655025
v3_oracle_simulation_truth,contamination_symmetric_eps_0p05,normal_contamination_symmetric,8,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,10,all,200,200,1.0,0.9811546736227335,1.0,0.04,0.020405632066152306,0.07693206820093293,0.96,0.923067931799067,0.9795943679338476
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,10,acceptable,200,127,0.635,0.566317026527406,0.698594735350732,0.05511811023622047,0.026952774659298823,0.10940659477530953,0.9448818897637795,0.8905934052246904,0.9730472253407012
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,10,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,10,insufficient,200,73,0.365,0.301405264649268,0.433682973472594,0.0136986301369863,0.0024222514664838588,0.07359737270963818,0.9863013698630136,0.9264026272903616,0.997577748533516
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,10,all,200,200,1.0,0.9811546736227335,1.0,0.04,0.020405632066152306,0.07693206820093293,0.96,0.923067931799067,0.9795943679338476
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,10,caution,200,200,1.0,0.9811546736227335,1.0,0.04,0.020405632066152306,0.07693206820093293,0.96,0.923067931799067,0.9795943679338476
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,10,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_symmetric_eps_0p05,normal_contamination_symmetric,10,all,200,200,1.0,0.9811546736227335,1.0,0.04,0.020405632066152306,0.07693206820093293,0.96,0.923067931799067,0.9795943679338476
v3_oracle_simulation_truth,contamination_symmetric_eps_0p05,normal_contamination_symmetric,10,acceptable,200,107,0.535,0.4658664687236316,0.6028143584299599,0.037383177570093455,0.014631899269525926,0.09220049852352191,0.9626168224299065,0.907799501476478,0.9853681007304741
v3_oracle_simulation_truth,contamination_symmetric_eps_0p05,normal_contamination_symmetric,10,caution,200,93,0.465,0.3971856415700402,0.5341335312763685,0.043010752688172046,0.016851153993758472,0.10542559570513925,0.956989247311828,0.8945744042948608,0.9831488460062415
v3_oracle_simulation_truth,contamination_symmetric_eps_0p05,normal_contamination_symmetric,10,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,15,all,200,200,1.0,0.9811546736227335,1.0,0.02,0.0078044264163494685,0.050287086905826436,0.98,0.9497129130941735,0.9921955735836505
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,15,acceptable,200,96,0.48,0.411791663783233,0.5489621492718576,0.03125,0.010684070371201164,0.0878867932453698,0.96875,0.9121132067546303,0.989315929628799
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,15,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,15,insufficient,200,104,0.52,0.4510378507281424,0.588208336216767,0.009615384615384616,0.0016993728496512567,0.05246772470794581,0.9903846153846154,0.9475322752920542,0.9983006271503486
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,15,all,200,200,1.0,0.9811546736227335,1.0,0.02,0.0078044264163494685,0.050287086905826436,0.98,0.9497129130941735,0.9921955735836505
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,15,caution,200,156,0.78,0.7176120008170632,0.8318346164116674,0.02564102564102564,0.010015466073008981,0.0640670586240257,0.9743589743589743,0.9359329413759742,0.9899845339269909
