policy,scenario,distribution_family,n,level,total_replications,conditional_denominator,classification_rate,classification_ci95_lower,classification_ci95_upper,type_i_error,type_i_ci95_lower,type_i_ci95_upper,ci_coverage,coverage_ci95_lower,coverage_ci95_upper
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,200,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,200,insufficient,200,200,1.0,0.9811546736227335,1.0,0.04,0.020405632066152306,0.07693206820093293,0.96,0.923067931799067,0.9795943679338476
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,200,all,200,200,1.0,0.9811546736227335,1.0,0.04,0.020405632066152306,0.07693206820093293,0.96,0.923067931799067,0.9795943679338476
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,200,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,200,insufficient,200,200,1.0,0.9811546736227335,1.0,0.04,0.020405632066152306,0.07693206820093293,0.96,0.923067931799067,0.9795943679338476
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,200,all,200,200,1.0,0.9811546736227335,1.0,0.04,0.020405632066152306,0.07693206820093293,0.96,0.923067931799067,0.9795943679338476
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,200,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,200,insufficient,200,200,1.0,0.9811546736227335,1.0,0.04,0.020405632066152306,0.07693206820093293,0.96,0.923067931799067,0.9795943679338476
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,500,all,200,200,1.0,0.9811546736227335,1.0,0.055,0.03098534170345884,0.0957869987723084,0.945,0.9042130012276914,0.9690146582965411
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,500,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,500,insufficient,200,200,1.0,0.9811546736227335,1.0,0.055,0.03098534170345884,0.0957869987723084,0.945,0.9042130012276914,0.9690146582965411
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,500,all,200,200,1.0,0.9811546736227335,1.0,0.055,0.03098534170345884,0.0957869987723084,0.945,0.9042130012276914,0.9690146582965411
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,500,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,500,insufficient,200,200,1.0,0.9811546736227335,1.0,0.055,0.03098534170345884,0.0957869987723084,0.945,0.9042130012276914,0.9690146582965411
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,500,all,200,200,1.0,0.9811546736227335,1.0,0.055,0.03098534170345884,0.0957869987723084,0.945,0.9042130012276914,0.9690146582965411
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,500,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,500,insufficient,200,200,1.0,0.9811546736227335,1.0,0.055,0.03098534170345884,0.0957869987723084,0.945,0.9042130012276914,0.9690146582965411
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,750,all,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,750,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,750,insufficient,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,750,all,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,750,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,750,insufficient,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,750,all,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,750,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,750,insufficient,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,2000,all,200,200,1.0,0.9811546736227335,1.0,0.025,0.010724719651761264,0.05717834040664198,0.975,0.942821659593358,0.9892752803482386
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,2000,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,2000,insufficient,200,200,1.0,0.9811546736227335,1.0,0.025,0.010724719651761264,0.05717834040664198,0.975,0.942821659593358,0.9892752803482386
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,2000,all,200,200,1.0,0.9811546736227335,1.0,0.025,0.010724719651761264,0.05717834040664198,0.975,0.942821659593358,0.9892752803482386
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,2000,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,2000,insufficient,200,200,1.0,0.9811546736227335,1.0,0.025,0.010724719651761264,0.05717834040664198,0.975,0.942821659593358,0.9892752803482386
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,2000,all,200,200,1.0,0.9811546736227335,1.0,0.025,0.010724719651761264,0.05717834040664198,0.975,0.942821659593358,0.9892752803482386
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,2000,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p05,normal_contamination_asymmetric,2000,insufficient,200,200,1.0,0.9811546736227335,1.0,0.025,0.010724719651761264,0.05717834040664198,0.975,0.942821659593358,0.9892752803482386
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,5,all,200,200,1.0,0.9811546736227335,1.0,0.2,0.15045200926098115,0.2608551865653788,0.8,0.7391448134346212,0.8495479907390189
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,5,acceptable,200,83,0.415,0.34894285449757567,0.4842608509865596,0.3253012048192771,0.23419333708259782,0.43186478315375454,0.6746987951807228,0.5681352168462454,0.7658066629174022
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,5,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,5,insufficient,200,117,0.585,0.5157391490134403,0.6510571455024242,0.1111111111111111,0.06609320162681151,0.18085398944420336,0.8888888888888888,0.8191460105557966,0.9339067983731886
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,5,all,200,200,1.0,0.9811546736227335,1.0,0.2,0.15045200926098115,0.2608551865653788,0.8,0.7391448134346212,0.8495479907390189
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,5,caution,200,200,1.0,0.9811546736227335,1.0,0.2,0.15045200926098115,0.2608551865653788,0.8,0.7391448134346212,0.8495479907390189
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,5,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,5,all,200,200,1.0,0.9811546736227335,1.0,0.2,0.15045200926098115,0.2608551865653788,0.8,0.7391448134346212,0.8495479907390189
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,5,caution,200,200,1.0,0.9811546736227335,1.0,0.2,0.15045200926098115,0.2608551865653788,0.8,0.7391448134346212,0.8495479907390189
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,5,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,8,all,200,200,1.0,0.9811546736227335,1.0,0.285,0.22695003004617292,0.3511534602960517,0.715,0.6488465397039482,0.7730499699538271
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,8,acceptable,200,53,0.265,0.2086815414710911,0.3301757619262242,0.6981132075471698,0.5646316733114988,0.8048169727242108,0.3018867924528302,0.19518302727578896,0.4353683266885011
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,8,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,8,insufficient,200,147,0.735,0.6698242380737758,0.7913184585289088,0.1360544217687075,0.0898308730963235,0.20081507506311896,0.8639455782312925,0.7991849249368811,0.9101691269036766
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,8,all,200,200,1.0,0.9811546736227335,1.0,0.285,0.22695003004617292,0.3511534602960517,0.715,0.6488465397039482,0.7730499699538271
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,8,caution,200,200,1.0,0.9811546736227335,1.0,0.285,0.22695003004617292,0.3511534602960517,0.715,0.6488465397039482,0.7730499699538271
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,8,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,8,all,200,200,1.0,0.9811546736227335,1.0,0.285,0.22695003004617292,0.3511534602960517,0.715,0.6488465397039482,0.7730499699538271
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,8,caution,200,200,1.0,0.9811546736227335,1.0,0.285,0.22695003004617292,0.3511534602960517,0.715,0.6488465397039482,0.7730499699538271
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,8,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,10,all,200,200,1.0,0.9811546736227335,1.0,0.27,0.21323449814685846,0.33543435198668425,0.73,0.6645656480133157,0.7867655018531416
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,10,acceptable,200,63,0.315,0.2546232099022851,0.3823495608573036,0.746031746031746,0.6265881256339354,0.8371958872667884,0.25396825396825395,0.1628041127332116,0.3734118743660646
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,10,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,10,insufficient,200,137,0.685,0.6176504391426966,0.745376790097715,0.051094890510948905,0.02496794443140947,0.10170966150995021,0.948905109489051,0.8982903384900498,0.9750320555685905
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,10,all,200,200,1.0,0.9811546736227335,1.0,0.27,0.21323449814685846,0.33543435198668425,0.73,0.6645656480133157,0.7867655018531416
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,10,caution,200,200,1.0,0.9811546736227335,1.0,0.27,0.21323449814685846,0.33543435198668425,0.73,0.6645656480133157,0.7867655018531416
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,10,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,10,all,200,200,1.0,0.9811546736227335,1.0,0.27,0.21323449814685846,0.33543435198668425,0.73,0.6645656480133157,0.7867655018531416
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,10,caution,200,200,1.0,0.9811546736227335,1.0,0.27,0.21323449814685846,0.33543435198668425,0.73,0.6645656480133157,0.7867655018531416
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,10,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,15,all,200,200,1.0,0.9811546736227335,1.0,0.23,0.17709343259068805,0.2930830436530359,0.77,0.7069169563469642,0.8229065674093119
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,15,acceptable,200,41,0.205,0.15486176203836208,0.26625698052422514,0.9512195121951219,0.8386102112962914,0.9865190546348308,0.04878048780487805,0.013480945365169042,0.16138978870370846
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,15,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,15,insufficient,200,159,0.795,0.7337430194757748,0.8451382379616379,0.0440251572327044,0.02148692054549619,0.08807644832814845,0.9559748427672956,0.9119235516718516,0.9785130794545038
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,15,all,200,200,1.0,0.9811546736227335,1.0,0.23,0.17709343259068805,0.2930830436530359,0.77,0.7069169563469642,0.8229065674093119
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,15,caution,200,149,0.745,0.6803707417954529,0.8003950482796865,0.3087248322147651,0.2401362706359187,0.38692826774388367,0.6912751677852349,0.6130717322561163,0.7598637293640813
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,15,insufficient,200,51,0.255,0.1996049517203135,0.3196292582045472,0.0,0.0,0.07004661989853143,1.0,0.9299533801014687,1.0
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,15,all,200,200,1.0,0.9811546736227335,1.0,0.23,0.17709343259068805,0.2930830436530359,0.77,0.7069169563469642,0.8229065674093119
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,15,caution,200,149,0.745,0.6803707417954529,0.8003950482796865,0.3087248322147651,0.2401362706359187,0.38692826774388367,0.6912751677852349,0.6130717322561163,0.7598637293640813
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,15,insufficient,200,51,0.255,0.1996049517203135,0.3196292582045472,0.0,0.0,0.07004661989853143,1.0,0.9299533801014687,1.0
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,20,all,200,200,1.0,0.9811546736227335,1.0,0.16,0.1156741203158702,0.21714070162067106,0.84,0.7828592983793289,0.8843258796841297
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,20,acceptable,200,28,0.14,0.09866982633455634,0.1948988086570756,1.0,0.8793566952341543,0.9999999999999998,0.0,1.3877787807814457e-17,0.12064330476584563
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,20,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,20,insufficient,200,172,0.86,0.8051011913429243,0.9013301736654437,0.023255813953488372,0.00908003526439749,0.058261642290546395,0.9767441860465116,0.9417383577094536,0.9909199647356026
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,20,all,200,200,1.0,0.9811546736227335,1.0,0.16,0.1156741203158702,0.21714070162067106,0.84,0.7828592983793289,0.8843258796841297
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,20,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,20,caution,200,155,0.775,0.7122587676433947,0.8273763028491088,0.2064516129032258,0.15020666665923887,0.27689504421887623,0.7935483870967742,0.7231049557811239,0.8497933333407611
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,20,insufficient,200,45,0.225,0.17262369715089126,0.2877412323566053,0.0,0.0,0.07865159873288836,1.0,0.9213484012671117,1.0
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,20,all,200,200,1.0,0.9811546736227335,1.0,0.16,0.1156741203158702,0.21714070162067106,0.84,0.7828592983793289,0.8843258796841297
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,20,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,20,caution,200,155,0.775,0.7122587676433947,0.8273763028491088,0.2064516129032258,0.15020666665923887,0.27689504421887623,0.7935483870967742,0.7231049557811239,0.8497933333407611
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,20,insufficient,200,45,0.225,0.17262369715089126,0.2877412323566053,0.0,0.0,0.07865159873288836,1.0,0.9213484012671117,1.0
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,30,all,200,200,1.0,0.9811546736227335,1.0,0.06,0.03465219425433187,0.1019316929576627,0.94,0.8980683070423372,0.9653478057456681
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,30,acceptable,200,5,0.025,0.010724719651761264,0.05717834040664198,1.0,0.5655175352168251,1.0,0.0,0.0,0.43448246478317476
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,30,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,30,insufficient,200,195,0.975,0.942821659593358,0.9892752803482386,0.035897435897435895,0.017495563557414016,0.07223149299562964,0.9641025641025641,0.9277685070043703,0.982504436442586
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,30,all,200,200,1.0,0.9811546736227335,1.0,0.06,0.03465219425433187,0.1019316929576627,0.94,0.8980683070423372,0.9653478057456681
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,30,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,30,caution,200,111,0.555,0.4857330241280342,0.6221939899704665,0.06306306306306306,0.0308806575864322,0.12447664110959537,0.9369369369369369,0.8755233588904047,0.9691193424135679
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,30,insufficient,200,89,0.445,0.3778060100295335,0.5142669758719658,0.056179775280898875,0.024232878420720118,0.12485416735078494,0.9438202247191011,0.8751458326492151,0.9757671215792799
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,30,all,200,200,1.0,0.9811546736227335,1.0,0.06,0.03465219425433187,0.1019316929576627,0.94,0.8980683070423372,0.9653478057456681
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,30,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,30,caution,200,111,0.555,0.4857330241280342,0.6221939899704665,0.06306306306306306,0.0308806575864322,0.12447664110959537,0.9369369369369369,0.8755233588904047,0.9691193424135679
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,30,insufficient,200,89,0.445,0.3778060100295335,0.5142669758719658,0.056179775280898875,0.024232878420720118,0.12485416735078494,0.9438202247191011,0.8751458326492151,0.9757671215792799
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,40,all,200,200,1.0,0.9811546736227335,1.0,0.085,0.05374575017747561,0.13189587071565567,0.915,0.8681041292843443,0.9462542498225244
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,40,acceptable,200,3,0.015,0.00511423779325831,0.04316572879269026,1.0,0.4385029682449546,1.0,0.0,5.551115123125783e-17,0.5614970317550454
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,40,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,40,insufficient,200,197,0.985,0.9568342712073097,0.9948857622067417,0.07106598984771574,0.04280128596133862,0.1157389826050301,0.9289340101522843,0.88426101739497,0.9571987140386614
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,40,all,200,200,1.0,0.9811546736227335,1.0,0.085,0.05374575017747561,0.13189587071565567,0.915,0.8681041292843443,0.9462542498225244
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,40,caution,200,96,0.48,0.411791663783233,0.5489621492718576,0.052083333333333336,0.02244960047424143,0.11618478031492638,0.9479166666666666,0.8838152196850738,0.9775503995257587
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,40,insufficient,200,104,0.52,0.4510378507281424,0.588208336216767,0.11538461538461539,0.06724977629813572,0.19092049629605806,0.8846153846153846,0.8090795037039419,0.9327502237018642
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,40,all,200,200,1.0,0.9811546736227335,1.0,0.085,0.05374575017747561,0.13189587071565567,0.915,0.8681041292843443,0.9462542498225244
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,40,caution,200,96,0.48,0.411791663783233,0.5489621492718576,0.052083333333333336,0.02244960047424143,0.11618478031492638,0.9479166666666666,0.8838152196850738,0.9775503995257587
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,40,insufficient,200,104,0.52,0.4510378507281424,0.588208336216767,0.11538461538461539,0.06724977629813572,0.19092049629605806,0.8846153846153846,0.8090795037039419,0.9327502237018642
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,50,all,200,200,1.0,0.9811546736227335,1.0,0.09,0.05768744886219316,0.13776571876716542,0.91,0.8622342812328346,0.9423125511378069
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,50,acceptable,200,1,0.005,0.0008831687156009814,0.02777370439789293,1.0,0.20654931437723745,1.0,0.0,0.0,0.7934506856227626
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,50,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,50,insufficient,200,199,0.995,0.9722262956021069,0.9991168312843989,0.08542713567839195,0.05401934786128085,0.13253747854246167,0.914572864321608,0.8674625214575382,0.9459806521387191
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,50,all,200,200,1.0,0.9811546736227335,1.0,0.09,0.05768744886219316,0.13776571876716542,0.91,0.8622342812328346,0.9423125511378069
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,50,caution,200,78,0.39,0.3250834313746962,0.4590625404283025,0.038461538461538464,0.013165825413161053,0.1070844604750183,0.9615384615384616,0.8929155395249817,0.986834174586839
v3_default,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,50,insufficient,200,122,0.61,0.5409374595716976,0.6749165686253038,0.12295081967213115,0.07594373143728067,0.1929776489872208,0.8770491803278688,0.8070223510127791,0.9240562685627193
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,50,all,200,200,1.0,0.9811546736227335,1.0,0.09,0.05768744886219316,0.13776571876716542,0.91,0.8622342812328346,0.9423125511378069
v3_oracle_simulation_truth,contamination_asymmetric_eps_0p1,normal_contamination_asymmetric,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
